Date,Open,High,Low,Close,Adj Close,Volume
2013-10-01,84.930000,84.980003,84.379997,84.660004,75.528915,1392500
2013-10-02,84.459999,84.480003,83.699997,84.480003,75.368340,2441000
2013-10-03,84.320000,84.349998,83.779999,84.059998,74.993629,1998300
2013-10-04,84.080002,84.739998,83.940002,84.680000,75.546753,1452100
2013-10-07,84.050003,84.500000,83.769997,84.089996,75.020386,1271900
2013-10-08,84.000000,84.169998,82.930000,82.989998,74.039032,1838900
2013-10-09,83.129997,83.199997,82.239998,82.349998,73.468086,1675800
2013-10-10,83.019997,84.300003,83.019997,84.169998,75.091766,2003300
2013-10-11,84.050003,84.779999,83.750000,84.660004,75.528915,1695700
2013-10-14,84.230003,85.279999,84.199997,85.199997,76.010689,1377900
2013-10-15,84.930000,85.080002,84.370003,84.480003,75.368340,1753400
2013-10-16,85.160004,86.290001,85.050003,86.080002,76.795769,2065900
2013-10-17,85.320000,86.120003,84.870003,86.019997,76.742241,1998000
2013-10-18,86.550003,86.760002,86.129997,86.580002,77.241829,2027700
2013-10-21,86.690002,86.930000,86.349998,86.760002,77.402412,1768000
2013-10-22,88.050003,88.050003,86.260002,86.709999,77.357811,3823600
2013-10-23,86.209999,86.449997,85.620003,86.279999,76.974197,1945400
2013-10-24,86.279999,87.339996,86.169998,87.029999,77.643303,1991600
2013-10-25,86.820000,87.150002,86.529999,86.629997,77.286453,1764100
2013-10-28,86.660004,87.459999,86.639999,87.110001,77.714668,1625900
2013-10-29,87.260002,87.500000,86.900002,87.279999,77.866341,1562900
2013-10-30,87.279999,87.489998,86.529999,86.900002,77.527328,1282200
2013-10-31,86.989998,87.089996,86.290001,86.300003,76.992035,1821200
2013-11-01,86.580002,86.599998,86.019997,86.400002,77.081245,1432000
2013-11-04,86.510002,87.099998,86.349998,86.599998,77.259689,1095600
2013-11-05,86.470001,86.930000,86.139999,86.459999,77.134773,1445300
2013-11-06,86.540001,87.599998,86.459999,87.489998,78.053696,1940600
2013-11-07,87.599998,88.029999,87.150002,87.220001,77.812813,2139400
