Date,Open,High,Low,Close,Adj Close,Volume
2013-10-01,75.519997,76.500000,75.440002,76.160004,64.900528,8076100
2013-10-02,75.910004,76.139999,75.419998,75.930000,64.704498,8522900
2013-10-03,75.889999,76.139999,75.199997,75.839996,64.627808,9251600
2013-10-04,75.980003,76.120003,75.510002,76.019997,64.781197,4984700
2013-10-07,75.660004,76.099998,75.480003,75.650002,64.465904,6373300
2013-10-08,76.389999,77.000000,76.050003,76.330002,65.045380,9656600
2013-10-09,76.580002,77.160004,76.099998,76.949997,65.573708,8470700
2013-10-10,77.410004,77.919998,77.150002,77.889999,66.374756,10121900
2013-10-11,78.000000,78.489998,77.809998,78.480003,66.877518,6082200
2013-10-14,78.010002,78.800003,77.930000,78.739998,67.099068,6326100
2013-10-15,78.379997,78.610001,77.440002,77.599998,66.127617,11192500
2013-10-16,77.349998,78.489998,77.260002,78.339996,67.279709,6562600
2013-10-17,78.190002,79.470001,77.980003,79.419998,68.207245,8671300
2013-10-18,79.389999,79.570000,78.779999,79.410004,68.198662,7958500
2013-10-21,79.269997,79.320000,78.440002,78.970001,67.820778,6478700
2013-10-22,79.309998,80.610001,79.279999,80.379997,69.031693,9572300
2013-10-23,80.339996,81.250000,80.250000,80.910004,69.486870,8960700
2013-10-24,80.769997,80.949997,80.250000,80.610001,69.229233,7521100
2013-10-25,80.550003,80.720001,79.510002,80.000000,68.705353,9606500
2013-10-28,80.110001,81.860001,79.949997,81.300003,69.821838,9820900
2013-10-29,81.459999,82.620003,81.099998,82.459999,70.818047,9482900
2013-10-30,82.529999,82.559998,81.230003,81.519997,70.010742,6490000
2013-10-31,81.199997,81.599998,80.720001,80.750000,69.349464,7786800
2013-11-01,80.680000,81.330002,80.639999,81.150002,69.693008,6802300
2013-11-04,81.459999,81.730003,80.910004,81.330002,69.847595,5460100
2013-11-05,81.129997,81.739998,80.849998,81.430000,69.933472,4949300
2013-11-06,81.639999,83.099998,81.330002,82.809998,71.118629,9526400
2013-11-07,82.910004,83.099998,82.110001,82.320000,70.697815,10087700
2013-11-08,82.279999,82.570000,81.669998,82.510002,70.860970,9768400
2013-11-11,82.349998,82.680000,82.019997,82.260002,70.646294,6173600
2013-11-12,82.230003,83.040001,82.120003,82.800003,71.110039,8201700
2013-11-13,82.570000,83.500000,82.459999,83.500000,71.711212,7581600
2013-11-14,83.430000,84.459999,83.430000,84.320000,72.415459,7580500
2013-11-15,84.169998,84.919998,84.160004,84.839996,72.862030,9664700
2013-11-18,84.790001,84.940002,84.180000,84.570000,72.630157,8507300
2013-11-19,84.309998,84.589996,84.209999,84.339996,72.432632,7924200
2013-11-20,84.309998,84.980003,84.239998,84.690002,72.733200,7680900
2013-11-21,84.839996,84.889999,84.510002,84.669998,72.716034,7287700
2013-11-22,84.529999,85.000000,84.230003,84.949997,72.956505,7436200
2013-11-25,84.959999,85.820000,84.849998,85.410004,73.351563,9670500
2013-11-26,85.199997,85.760002,84.639999,84.639999,72.690262,7111600
2013-11-27,84.879997,84.889999,84.019997,84.279999,72.381088,4905000
2013-11-29,84.769997,85.209999,84.150002,84.220001,72.329567,4954500
2013-12-02,84.040001,84.150002,83.099998,83.339996,71.573807,7497500
2013-12-03,83.300003,84.000000,83.230003,83.830002,71.994629,7533200
2013-12-04,83.379997,83.489998,82.589996,83.349998,71.582397,6807200
2013-12-05,83.389999,83.449997,82.300003,82.690002,71.015579,8186600
2013-12-06,83.230003,84.529999,83.169998,84.519997,72.587196,7189400
2013-12-09,84.480003,84.940002,84.339996,84.779999,72.810493,7395300
2013-12-10,84.410004,84.430000,83.430000,83.650002,71.840027,7373300
2013-12-11,83.739998,84.500000,83.610001,84.019997,72.157799,9787900
2013-12-12,83.820000,83.870003,81.930000,82.300003,70.680656,10176300
2013-12-13,82.320000,82.459999,81.559998,82.370003,70.740746,7441600
2013-12-16,82.720001,83.070000,81.599998,81.690002,70.156761,8849700
2013-12-17,81.790001,81.849998,80.690002,80.910004,69.486870,11416400
2013-12-18,81.209999,82.419998,80.480003,82.379997,70.749359,12036100
2013-12-19,81.980003,82.290001,81.510002,81.900002,70.337090,6442600
2013-12-20,81.980003,82.540001,81.820000,81.839996,70.285568,13206100
2013-12-23,82.139999,82.139999,81.010002,81.309998,69.830421,8653600
2013-12-24,81.330002,81.610001,81.250000,81.309998,69.830421,2899100
2013-12-26,81.489998,81.889999,81.290001,81.760002,70.216858,5347000
2013-12-27,82.089996,82.480003,81.860001,82.010002,70.431572,4006000
2013-12-30,82.000000,82.050003,81.570000,82.000000,70.422997,4145600
2013-12-31,81.830002,82.000000,81.089996,81.410004,69.916298,5765300
2014-01-02,81.330002,81.360001,80.320000,80.540001,69.169128,6981700
2014-01-03,80.760002,80.849998,80.190002,80.449997,69.091820,6925600
2014-01-06,80.610001,80.980003,80.300003,80.639999,69.254997,7208200
2014-01-07,80.709999,81.580002,80.620003,81.419998,69.924866,7158200
2014-01-08,80.970001,81.150002,80.050003,80.239998,68.911469,13458800
2014-01-09,80.540001,80.800003,80.029999,80.419998,69.066048,10833900
2014-01-10,80.589996,80.889999,80.199997,80.300003,68.963005,8448300
2014-01-13,80.010002,80.500000,79.690002,80.010002,68.713936,9360800
